usuario,sexo,publicacion
laav_hombre_1,hombre,"Esta historia es de mi mamá me la contaba mucho cuando era más peque,ella me contaba que le habían regalado una muñeca muy bonita de porcelana con un vestido como de XV años dice que era la muñeca con la cual más jugaba y que siempre la llevaba a todos lados,un día jugando en su cuarto la muñeca empezó a llorar sangre a lo cual asustada fue con mi abuela a contarle lo que pasaba,mi abuela abrió la muñeca para ver si contenía algún líquido o algo en su interior que pudiera causar eso pero al hacerlo se dio cuenta que la muñeca era totalmente hueca por lo que solo la agarró y la quemó sin más,tiempo después pidiéndole a mi abuela que me contara esa historia me decía que había veces en las que mi mamá jugaba con esa muñeca y se ponía a platicar como si fuera una persona y que a veces oía una segunda voz que le respondía"
laav_hombre_1,hombre,"Hubo una noche donde, saliendo a correr por la orilla del mar, el alumbrado público se cortó y todo quedó a oscuras (la luz estaba lejos de la orilla pero siempre era lo suficientemente intensa como para iluminar mi camino). Seguí corriendo pero en mi camino de regreso, observe una silueta entre las olas, era una persona tal cual, una figura oscura pero reconocible entre la noche. No lo podía creer. Me acerque un poco, pero cuando cobre conciencia de lo que estaba viendo, seguí mi camino sin volver a mirar aquello. Tengo entendido que, según la Biblia, los fantasmas no existen, y que en realidad, lo que vemos e interpretamos como ""almas en pena"" en realidad son entes malignos, demonios. Yo lo creo así, pues para mi no tiene sentido que alguien que transcurrió por este mundo quede vagando por ahí luego de muerto, realizando apariciones esporádicas qué solo causarían un gran dolor a sus seres queridos si estos lo advirtiesen, como en aquellas historias donde los fallecidos son vistos nuevamente por sus deudos."
laav_hombre_1,hombre,"Hace años, nos fuimos a tecolutla Veracruz un amigo, su pareja, mi pareja y yo Ya era tarde y seguimos en el mar, estábamos acostados en la orilla del mar dándole la espalda, ya se estaba ocultando el sol y mi amigo volteó hacia el mar como si alguien le hubiera gritado, y enseguida empezó a decir que ya nos fuéramos qué ya era tarde y que era peligroso, el estaba muy nervioso y repetía mucho que ya nos saliéramos. Cuando íbamos saliendo del mar nos lavamos los pies nos pusimos las chanclas y nos fuimos rumbo al hotel (no fueron más de 5 minutos) 100 metros adelante vimos mucha gente haciendo una rueda y tirado en la arena un señor ahogado. Mi amigo en el hotel nos dijo que cuando volteó al mar escucho que alguien gritaba y que vio a alguien caminando sobre el agua (más o menos a la altura de donde se ahogo el señor). Por eso se espantó y nos decía que nos fueramos"
laav_hombre_1,hombre,"Las sirenas si existen, por eso les contaré mi experiencia, antes que nada, soy una persona común, sin ningún tipo de interés en llamar la atención con mentiras. Tengo un pequeño canal de YouTube de pesca, soy muy novato en la creación de contenido, pero lo hago porque me gusta y amo la conexión con la naturaleza. Soy de comalcalco tabasco, en las vacaciones de abril viaje a Isla aguada campeche, para hacer videos. En ese lugar hay 2 puentes qué conectan con la isla del carmen, miden 3km de longitud, uno de ellos está recién construido, el otro se cerró, no hay circulación vehicular pero no lo derrumbaron, se usa para la pesca local. Me subí al puente una mañana (aclaro que no es la primera vez que lo visitaba) me coloqué a 2km de la orilla si no me falla la memoria, ese día no Hubo gente pescando comúnmente te encuentras a mucha gente divirtiéndose pero ese día estaba vacío, recuerdo que empecé a lanzar mi señuelo con caña de pescar y como a los 5 minutos escuché un canto tan pero tan bonito a lo lejos, con el viento no podía identificar de que dirección venía pero duro unos 20 segundos. Pensé que era la línea de pesca que con el aire hacia un pequeño silbido, no le tome importancia yo estaba intentando pescar a gusto. Continué y volví a escucharlo, eran notas altas de una mujer y en esta ocasión fue más cerca. A partir de ahí me sentí observado desde abajo, desde el agua, de nuevo miré ambos lados y no había nadie, eran como las 11am así que decidí regresar un poco e intentar pescar en otro lugar del puente más cerca de la orilla y créanme busqué en Internet alguien que cantará similar para que al contarle a la gente, pudiera entenderlo y si lo logré. Si buscan en Internet el tema de ""Jane Zhang - the Diva Dance(from de fifth Element) en el segundo 50 inicia una nota, ASÍ SE ESCUCHABA! Algo hermoso te daba calma. Al final decidí irme y regresar más tarde, al fin y al cabo tenía 3 días para pescar a la hora que yo quisiera. Mi esposa no supo la historia hasta después, porque cuando subí al puente a pescar me dijo que tuviera mucho cuidado estando en medio del mar, no subio conmigo porque le da vértigo la altura. Ese día se me ocurrió hacer pesca nocturna, ya que no tenía nada grabado ni una captura, estaba desesperado por compensar el gasto y tener material para subir, ahí tuve un testigo,mi esposa y yo fuimos a probar por ahí de las 9 de la noche a ese puente, y para no extender más la historia, como llevábamos lámparas de buen poder, iluminabamos la superficie para ver ciertos peces que andaban, y mientras observabamos unas mantarrallas vimos 2 ojos como cuando le da la luz de noche a un gato, ojos muy grandes que al alumbrar se cerraban y desaparecían, de hecho mi esposa fue la que me dijo :mira! Ahí hay algo que se esconde, es un pez grande. A partir de ahí nos seguimos divirtiendo con las linternas hasta que señalamos hacia uno de los pilares donde se sostiene el puente nuevo, nos quedaba de frente, cabe señalar que entre los 2 puentes hay una distancia de 30 metros aproximadamente, descubrimos que había algo grande abrazado al pilar bajo la superficie que nos miraba, de igual forma alumbramos y se escondía, apagabamos la luz y la encendía de pronto y esa cosa se abrazaba del pilar mirándonos y desaparecía. Después de eso le conte a mi esposa lo que escuche por la mañana ese mismo día, y mejor nos fuimos. Lo crean o no, o si hay otra explicación juro que no tengo ningún beneficio en mentir. En mi canal tengo un par de videos de pesca en puente de isla aguada para que se den una idea estoy como Ray Fishing MX. saludos"
laav_hombre_1,hombre,"Este iceberg ya lo han propuesto un par de ocasiones. Leí en uno de ellos y es algo de lo más curioso para mí, el fenómeno que algunos marineros denominan como ""La Mar"". En el fenómeno de ""La Mar"" los marineros escuchan a los lejos la voz de un ser querido o varios que son de suma importancia para ellos, esta voz o voces los atraen hacia el mar, a tal punto que caen por la borda. Desde mi punto de vista al dejarse cautivar por las voces entran en una especie de trance, algo no muy alejado de un hecho que puede ser posible , quizás un fenómeno natural ocurrido en alta mar no bien documentado."
orrz_mujer_1,mujer,se sabe.
orrz_mujer_1,mujer,Imágenes que se pueden escuchar: My Chemical Romance Return
orrz_mujer_1,mujer,"y entonces vi ""Si la vida te da mandarinas"" y me di cuenta como quiero ser amada"
orrz_mujer_1,mujer,¡NUEVOS PÓSTERS DEL LIVE ACTION DE CÓMO ENTRENAR A TU DRAGÓN!
orrz_mujer_1,mujer,📢SPOILER. Así fue como Gwan-sik lo aceptó como novio para su princesa.
orrz_mujer_1,mujer,Soy un señor cachondo atrapado en el cuerpo de una chica
orrz_mujer_1,mujer,Yo toda tímida pidiendo de favor que me paguen lo que me deben y que me disculpen de antemano las molestias
orrz_mujer_1,mujer,"Admiro a los que usan feisbuk para coquetear, yo lo utilizo para destruir mi imagen con tanta pendjada que público."
orrz_mujer_1,mujer,La belleza de Sleepy Hollow. 🥀
orrz_mujer_1,mujer,Mi vecino totoro 💚
orrz_mujer_1,mujer,Quiero esta vida.
orrz_mujer_1,mujer,este tipo de vida💚
orrz_mujer_1,mujer,Una ovulando y el otro llega vestido todo de negro oliendo a tres litros de perfume.
orrz_mujer_1,mujer,Espectro del desayuno mexicano
orrz_mujer_1,mujer,Tulips 💐
orrz_mujer_1,mujer,Aquí hay paz 🍃
orrz_mujer_1,mujer,"no tengo pruebas, pero tampoco dudas"
orrz_mujer_1,mujer,Antes pa mí los adultos eran los de 25 a 30 años. ahora son los de 50-60 en adelante
orrz_mujer_1,mujer,Mejor nadota
orrz_mujer_1,mujer,Tremendos soundtracks en español de películas animadas :
orrz_mujer_1,mujer,Jajaja abran la imagen si pueden xdc
orrz_mujer_1,mujer,"Me han presionado más para ver animes y dramas coreanos, que para consumir drogas."
orrz_mujer_1,mujer,las ganas de vivir la vida así.
orrz_mujer_1,mujer,"Te quería dedicar una canción, pero mejor te voy a dedicar el resto de mi vida."
orrz_mujer_1,mujer,"Para arreglar el motor debes entender el motor, sentir el motor, ser el motor."
orrz_mujer_1,mujer,"El hermano de Sulli actualizó su publicación con esto: Oiga, Sr. Kim, tengo mucho que decirle, pero no puedo. Se caerá de la cima, así que agárrese bien. ( Contexto en comentarios)"
orrz_mujer_1,mujer,Super Junior también tiene sus momentos humildes en México
orrz_mujer_1,mujer,Mi contacto físico favorito >>>
orrz_mujer_1,mujer,Cuando hay un vato en el grupo de amigas :
orrz_mujer_1,mujer,Breaking Bad // Pulp Fiction // Malcolm
mgca_hombre_1,hombre,Feliz día a todos mis amigos Programadores y Programadoras!
mgca_hombre_1,hombre,La educación formal te dará una vida; la autoeducación te dará una fortuna.
mgca_hombre_1,hombre,Próximamente tu Lego de Código Con Juan de venta en Amazon y la tienda de la esquina
mgca_hombre_1,hombre,"Café, Node y TypeScript"
mgca_hombre_1,hombre,"Cada #proyecto empieza con una #idea, pero solo se convierte en realidad con #acción. Este mes es tuyo, ¡haz que cuente!"
mgca_hombre_1,hombre,"El #código perfecto no existe, pero cada intento te lleva más cerca de hacerlo realidad. Empieza con lo que tienes y mejora en el camino"
mgca_hombre_1,hombre,Tu portafolio no necesita la #app que revolucionará el mundo.
mgca_hombre_1,hombre,Cada línea de #código que escribes #hoy es la base de algo increíble que #mañana vas a construir
mgca_hombre_1,hombre,"El mejor proyecto es aquel que decides empezar hoy. Da elprimer paso, el código hará el resto"
mgca_hombre_1,hombre,"La programación es más que escribir líneas de #código,es crear, #innovar y enamorarte del proceso de aprendizaje"
mgca_hombre_1,hombre,"¿Revisas docs, googleas errores o preguntas a compañeros? ¡No te sientas mal! Ser buen dev NO es memorizar todo. Es saber encontrar soluciones."
mgca_hombre_1,hombre,"El #codigo puede frustrarte, desafiarte, y hacerte dudar, pero si realmente amas #programar , siempre volverás a intentarlo"
mgca_hombre_1,hombre,"Ser #desarrollador no es solo saber programar, sino tener la #disciplina para seguir aprendiendo, mejorando y resolviendo problemas día tras día"
mgca_hombre_1,hombre,"Se #trabaja por los #propositos2025 todos los días, con #dedicacion ¡Este #año será tuyo!"
mgca_hombre_1,hombre,"No se trata solo de escribir #código, sino de entrenar la mente a resolver #problemas con #creatividad y persistencia"
mgca_hombre_1,hombre,"Ser #programador es aceptar el desafío de aprender cada día, enfrentarse a nuevos retos y nunca dejar de prepararse para lo que viene"
mgca_hombre_1,hombre,"Cada desafío técnico es una puerta hacia una solución #creativa. Cada vez que la cruzas, demuestras tu #habilidad y #pasión por el desarrollo"
mgca_hombre_1,hombre,"El código es el lenguaje del futuro, y cada día escribes una parte de lo que está por venir. Sigue avanzando, tu trabajo ya está haciendo historia"
mgca_hombre_1,hombre,Si pudieras darle a alguien un motivo para que se anime a entrar al mundo de la #programación ¿Qué le dirías?
mgca_hombre_1,hombre,"Un #programador no solo escribe #código; crea soluciones, enfrenta desafíos y transforma #problemas complejos en resultados simples y funcionales"
mgca_hombre_1,hombre,"El #trabajo de un #programador es convertir ideas en realidad a través del código, transformando conceptos abstractos en aplicaciones funcionales y útiles"
mgca_hombre_1,hombre,"La entrevista técnica puede ser intensa, pero el trabajo real es más colaborativo y menos estresante. ¡Prepárate bien y no te desanimes!"
mgca_hombre_1,hombre,¡La seguridad de tus usuarios es lo primero! Evita contraseñas en texto plano y protege tu aplicación de ataques
mgca_hombre_1,hombre,"Crear un sitio web accesible garantiza que todos puedan usarlo, incluidas las personas con discapacidades. ¡La accesibilidad es clave!"
mgca_hombre_1,hombre,"Aprovecha los nuevos tipos de entrada (email, url, number, etc.) y atributos como required, pattern para mejorar la validación del formulario sin JavaScript adicional."
mgca_hombre_1,hombre,"El camino para dominar la #programación está pavimentado con proyectos incompletos, #errores de sintaxis y largas horas de depuración. Pero cada paso te lleva más cerca de la maestría"
mgca_hombre_1,hombre,"La #mente de un #programador es como un jardín: cuanto más la cultivas con conocimiento, más florece con creatividad y soluciones innovadoras"
mgca_hombre_1,hombre,Habilita 'strict mode' en tu archivo tsconfig.json para activar todas las comprobaciones de tipo disponibles y fortalecer la robustez de tu código
mgca_hombre_1,hombre,La #programación es un #arte en constante evolución. Mantén tu curiosidad y nunca dejes de aprender nuevas #tecnologías y técnicas
mgca_hombre_1,hombre,"Antes de construir tu Progressive Web App (PWA), asegúrate de tener claros tus objetivos y conocer a tu público objetivo. Comprender sus necesidades y expectativas es fundamental para el éxito de tu aplicación."
mpg_mujer_1,mujer,"No sé si es mi imaginación, pero los veranos cada vez son más infernales y los inviernos menos fríos. Cuando era niño, recuerdo que los diciembres eran realmente fríos, ahora parece que apenas refresca. Pero claro, hay gente que sigue diciendo que el cambio climático es un invento. Como si los incendios, las sequías y las tormentas más intensas fueran ""coincidencias""."
mpg_mujer_1,mujer,"Llovió toda la madrugada y aunque es bueno para que bajen las temperaturas, lo malo es que la ciudad sigue sin estar preparada. Basta con que caigan unas gotas para que las calles se conviertan en ríos y el tráfico sea un caos. No aprendemos, cada año la misma historia y seguimos sin infraestructura que aguante una simple tormenta."
mpg_mujer_1,mujer,"El calor ya es inaguantable. Lo peor es que mucha gente no tiene acceso a aire acondicionado y la única opción es sobrevivir con un ventilador que apenas mueve el aire caliente. A veces me pregunto qué tanto tendríamos que hacer como sociedad para realmente frenar el calentamiento global. Porque si seguimos así, en unos años esto va a ser peor."
mpg_mujer_1,mujer,"Siempre me ha sorprendido cómo nos quejamos del clima, pero no hacemos nada para cuidar el medio ambiente. Usamos plásticos de un solo uso, desperdiciamos agua, contaminamos el aire con coches y fábricas… y luego nos preguntamos por qué el clima está cada vez más loco."
mpg_mujer_1,mujer,"Vi que en algunas partes del mundo ya están construyendo ciudades más sostenibles, con techos verdes, energía solar y menos contaminación. Y aquí seguimos con gobiernos que talan árboles para hacer estacionamientos. No entiendo cómo no ven que necesitamos más áreas verdes, no menos."
mpg_mujer_1,mujer,Dicen que este año será uno de los más calurosos de la historia. Me pregunto si algún día dejaremos de romper récords de temperatura o si simplemente nos vamos a acostumbrar a que cada verano sea más insoportable que el anterior.
mpg_mujer_1,mujer,"Antes el clima era más predecible. Ahora un día hace frío, al siguiente estamos a 35 grados y en la noche cae una tormenta. Ya ni sé si salir con abrigo, con paraguas o con bloqueador. El cambio climático nos tiene viviendo cuatro estaciones en un solo día."
mpg_mujer_1,mujer,"A veces veo noticias de países que están quedándose sin agua y me pregunto cuánto nos falta para que eso pase aquí. Porque seguimos desperdiciándola como si fuera infinita, pero cuando nos demos cuenta del problema, ya será demasiado tarde."
mpg_mujer_1,mujer,"Cada vez que veo que hay incendios forestales por culpa de la gente que tira colillas de cigarro o deja fogatas mal apagadas, me da rabia. Perdemos bosques enteros por negligencia y luego nos quejamos de la falta de lluvia y del calor extremo."
mpg_mujer_1,mujer,"En algunas partes del mundo ya están probando tecnología para reflejar el calor del sol y enfriar el planeta. Suena como ciencia ficción, pero viendo cómo van las cosas, quizá sea nuestra única opción si seguimos sin reducir la contaminación."
mpg_mujer_1,mujer,"Me sorprende que en pleno siglo XXI todavía haya gente que crea que los derechos humanos son algo ""opcional"". Si solo defiendes los derechos de quienes piensan como tú, entonces no estás defendiendo derechos, solo tu propia comodidad."
mpg_mujer_1,mujer,"A veces siento que nos hemos acostumbrado tanto a ver injusticias que ya no nos indignamos. Vemos noticias de violencia, discriminación o corrupción y apenas reaccionamos. No sé si es porque ya estamos hartos o porque simplemente sentimos que nada va a cambiar."
mpg_mujer_1,mujer,"El otro día vi una noticia de una persona detenida injustamente y me pregunté cuánta gente habrá en la cárcel sin haber cometido ningún crimen. Aquí la justicia no siempre es para todos, a veces es solo para los que tienen dinero para pagarla."
mpg_mujer_1,mujer,"Muchos dicen que ""todo está mejorando"", pero si te fijas bien, hay muchas personas que siguen sin acceso a educación, salud o siquiera un trabajo digno. No basta con decir que el mundo está cambiando, hay que asegurarnos de que cambie para todos."
mpg_mujer_1,mujer,"Los derechos humanos no son un tema de ""izquierda"" o ""derecha"", son la base de cualquier sociedad justa. Pero parece que a muchos les cuesta entender que no se trata de política, sino de humanidad."
mpg_mujer_1,mujer,"El problema de la desigualdad es que hay gente que cree que solo porque ellos no la viven, no existe. Si nunca has pasado hambre, nunca te han discriminado o nunca te han negado oportunidades, eso no significa que esas cosas no sean un problema para otros."
mpg_mujer_1,mujer,"Vi un video de una protesta y me sorprendió la cantidad de comentarios de gente diciendo ""¿por qué se quejan?"". Como si pedir justicia o derechos fuera algo que solo debiera hacerse en silencio y con permiso."
mpg_mujer_1,mujer,"Cada vez que alguien dice ""los derechos humanos solo protegen a los delincuentes"", me doy cuenta de lo poco que entienden el concepto. No se trata de proteger a criminales, sino de asegurarnos de que haya justicia real para todos."
mpg_mujer_1,mujer,"Me da rabia ver cómo algunas personas defienden sus propios derechos, pero cuando se trata de los derechos de otros, de repente ya no les importan. No se trata de elegir qué derechos respetamos, se trata de respetarlos todos."
mpg_mujer_1,mujer,"Todavía hay gente que cree que el racismo, el clasismo y la discriminación son cosas del pasado. Pero basta con ver las noticias o incluso salir a la calle para darte cuenta de que seguimos muy lejos de la igualdad real."
mpg_mujer_1,mujer,No hay sensación más triste que terminar un libro increíble y darte cuenta de que nunca volverás a experimentarlo por primera vez. Es como despedirte de un mundo que ya sientes tuyo.
mpg_mujer_1,mujer,"Últimamente me he dado cuenta de que algunos de los mejores libros no son los más vendidos, sino los que encuentras por casualidad en una librería o biblioteca. Hay joyas ocultas que merecen mucho más reconocimiento."
mpg_mujer_1,mujer,Leer un libro y luego ver su adaptación al cine es un ejercicio de paciencia. O hacen cambios innecesarios o se saltan partes esenciales. Rara vez logran capturar la magia del original.
mpg_mujer_1,mujer,"Los clásicos son importantes, pero a veces siento que en la escuela nos obligaban a leerlos de una forma que nos hacía odiarlos en lugar de disfrutarlos. Leer debería ser una experiencia, no una tarea pesada."
mpg_mujer_1,mujer,"Hay libros que parecen escritos para cada etapa de la vida. Lees algo a los 15 y tiene un significado, pero lo vuelves a leer a los 30 y encuentras algo completamente distinto."
mpg_mujer_1,mujer,"Me encanta cuando un libro te atrapa tanto que olvidas el mundo real. Y cuando terminas, te sientes como si hubieras regresado de un viaje."
mpg_mujer_1,mujer,"A veces pienso en qué libros estarán leyendo en el futuro. ¿Cuáles de los actuales se convertirán en los ""clásicos"" de las siguientes generaciones?"
mpg_mujer_1,mujer,"Las bibliotecas son uno de los lugares más subestimados. En un mundo donde todo cuesta, el hecho de que puedas acceder a cientos de historias gratis es casi un milagro."
mpg_mujer_1,mujer,"Nada se compara con el olor de un libro nuevo. Sí, los ebooks son prácticos, pero hay algo en el papel que nunca podrá reemplazarse."
mpg_mujer_1,mujer,"Los libros son una forma de viajar sin salir de casa. Puedes conocer otros mundos, otras épocas y otras mentes con solo pasar la página."
rafc_mujer_1,mujer,Yo bien pedx en el oxxo.
rafc_mujer_1,mujer,Jajajaja 🤣🤣🤣🤣
rafc_mujer_1,mujer,Mi amorcito paso por ti a las 2
rafc_mujer_1,mujer,¡Dijo que si!  Feria de las Fresas Irapuato
rafc_mujer_1,mujer,Tengo ganas de un plan
rafc_mujer_1,mujer,"Yo fingiendo demencia en el jale, para que no me den actividades"
rafc_mujer_1,mujer,𝗧𝘂 𝗽𝗲𝗿𝗿𝗶𝘁𝗼 𝘃𝗶𝗲𝗷𝗶𝘁𝗼 𝘁𝗼𝗱𝗮𝘃í𝗮 𝘁𝗶𝗲𝗻𝗲 𝗺𝘂𝗰𝗵𝗼 𝗮𝗺𝗼𝗿 𝘆 𝗷𝘂𝗲𝗴𝗼𝘀 𝗽𝗼𝗿 𝗱𝗮𝗿. 🐶💕⁣
rafc_mujer_1,mujer,la forma correcta de comer cheesecake
rafc_mujer_1,mujer,El gallo viendo que estoy despierta desde las 4 am:
rafc_mujer_1,mujer,gracias a todos ✨💫🌟🔮
rafc_mujer_1,mujer,GOLEADA TRANQUI DE LA FEMENIL 🦅
rafc_mujer_1,mujer,yo salvando el semestre:
rafc_mujer_1,mujer,Podríamos ser tu y yo bb
rafc_mujer_1,mujer,Espera... ¿Qué?
rafc_mujer_1,mujer,Cuando me prestan un carro con 3 pedales y yo solo tengo 2 pies
rafc_mujer_1,mujer,o que?
rafc_mujer_1,mujer,Yo cuando paso 1 y repruebo cuatro:
rafc_mujer_1,mujer,Ando pensando en:
rafc_mujer_1,mujer,HAHHAHAHAHA
rafc_mujer_1,mujer,Promesa
rafc_mujer_1,mujer,Efectivamente
rafc_mujer_1,mujer,"Nada, me enojé sola"
rafc_mujer_1,mujer,Freno de mano en Veracruz
rafc_mujer_1,mujer,"Hasta ella encontró el amor, y tu para cuando.?"
rafc_mujer_1,mujer,No se como se hacen estas cosas de adultos
rafc_mujer_1,mujer,3 pájaros de un tiro
rafc_mujer_1,mujer,El compa del equipo que siempre se pone nerviøso durante las exposiciones:
rafc_mujer_1,mujer,A punto de sembrar el terror en tu vida bb:
rafc_mujer_1,mujer,perense
rafc_mujer_1,mujer,¡LOS JONAS BROTHERS EN IRAPUATO SEÑORES!
laav_hombre_2,hombre,"La teoría del simio acuático trata de en una parte de la evolución humana se vivió en el mar, algunos grupos se quedaron en el mar mientras otros huyeron buscando tierra firme. Los que quedaron en el mar, tras mucho tiempo en el agua en busca de alimento fue cambiando su morfología hasta llegar a ser ""sirenas"" mientras que los que siguieron en tierra firme llegaron a humanos. Cabe señalar que el único registro evolutivo hasta la actualidad es la habilidad de que cuando nos quedamos mucho tiempo bajo el agua nuestras manos y pies se arrugan para tener un mejor agarre en superficies mojadas y el pliegue de piel que tenemos entre los dedos de las manos ."
laav_hombre_2,hombre,"Tal vez no tenga mucha relevancia, desde chico eh leído sobre Juárez y más yo que provengo de la sierra Juárez, hay datos como por ejemplo de que Benito Juárez fue el primer presidente en crear una escuela para mujeres indígenas y de escasos recursos, esto gracias a que su esposa Margarita maza de Juárez se lo estuvo sugiriendo, creando así la primera escuela para señoritas del país, personalmente me da tristeza ver que hay oaxaqueños que le tiran mucho a Juárez, es prácticamente como aceptar que el nombre ""queso oaxaca"" suena mejor que quesillo, benito juarez tuvo también su parte buena y fuera de mame pero si no fuera por el la carrera de derecho no tendría mucha relevancia para los puestos de poder, juarez es prácticamente uno de los padres de jurismo aquí en México y sobre todo de oaxaca, además fue uno de los primeros en implementar la educación pública, en esos tiempos la educación solo era para los hijos de los ricos y caciques los pobres o indígenas de escasos recursos no tenían acceso a estas oportunidades, fue gracias a el que muchos aprendieron a leer y además fue uno de los primeros en combatir el analfabetismo"
laav_hombre_2,hombre,"LA HISTORIA NO CONTADA....LA PIEDRA DE LOS TECOMATES llamada CHALCHIUHTLICUE o TLALOC... COATLINCHÁN FUE SITIADO POR EL EJERCITO..PARA SACAR EL MONOLITO DEL POBLADO....CON EL DICHO..""SI SE LA LLEVAN..LA DINAMITAMOS.."".los pobladores fueron despojados.......El 16 de abril de 1964, la imponente escultura prehispánica de Tláloc, dios de la lluvia, llegó a la Ciudad de México bajo un torrencial aguacero que inundó varias colonias; tras una jornada de más de ocho horas se logró su traslado desde el pueblo de Coatlinchán, en el Estado de México"
laav_hombre_2,hombre,"Algo que nunca se ha investidado hasta donde yo sé , es como la desecacio´n del lago de TExcoco cambió el clima en el valle de México. El lago era tan grande que ""era un mar interior"" un investigador dijo alguna vez, pues abarcaba toda la superficie que conocemos: desde Chalco hasta Zumpango y de Xochimilco hasta Acolman (los que no conozcan pues busquen un mapa, jejejeej). Un cuerpo de agua de esa superficie generaba muchisima humedad, lo que produciria un clima humedo-frio, con tendencia a las lluvias fuertes. Y ahora el clima es seco, con temporadas bien definidas de lluvia. La desecación del lago también provocó una extinción en masa de muchas especies de peces, aves y anfibios. El lago de TExcoco era destino de muchas especies de aves migratorias que llegan desde Canadá y EEUU....y ahora, pues ya no llegan. Seguramente alguna se habrán extinguido por la violencia del cambio en el ecosistema. Otras habrán modificado sus rutas, pero definitivamente cambió la población de aves migratorias. Todavia hace unos años vi pequeños grupos de garzas cruzar el cielo en su formación en V. Pero eran pequeños grupos, no grandes bandadas. tiene mucho que no veo bandadas de aves migratorias. No quiero decir que no las haya, solo que ahora son mucho menos. Sin aves migratorias cambió también la población de depredadores: águilas , halcones buhos y otros también cambiaron, o se extinguieron. Cuando el lago existia me imagino que habria alguna como temporada de caza de patos y garzas, y ya los nativos tenian calculada mas o menos la fecha de su arribo (de ahi el nombre de ""candelaria de los patos""): Y la cultura europea acabó con todo , en ese intento de desaparecer todo lo nativo y que México fuera, como el nombre lo dice una ""nueva España""."
laav_hombre_2,hombre,"El Caballero Negro es un satélite artificial extraterrestre que, según la teoría conspirativa, orbita la Tierra. Teoría conspirativa La teoría del Caballero Negro afirma que la NASA oculta la existencia y origen de la nave. Algunos conspiradores OVNI creen que el Caballero Negro ha orbitado la Tierra por más de 13,000 años. Otros creen que el Caballero Negro se acerca y aleja a voluntad y que emite señales de radio. Origen de la teoría El origen de la teoría se remonta a 1899, cuando se detectó una supuesta señal de radio natural extraterrestre. El astrónomo aficionado Duncan Lunan analizó las muestras de radio provenientes del espacio. Otros significados El término ""caballero negro"" también puede referirse a una empresa o inversor que intenta adquirir o tomar control de otra compañía sin el consentimiento de su dirección"
laav_hombre_2,hombre,"No sé sabe si es basura espacial fotografiada en diferentes ocasiones obteniendo tomas increíblemente similares del mismo y obvio existe la teoría que es una nave alienígena o incluso un ser orgánico (hay una teoría que existen seres vivos que habitan en diferentes capas de la atmósfera y por lo general pueden camuflarse o son transparentes lo cual es una manera de explicar sucesos como el cabello de angel diciendo que son los restos de estos seres o avistamientos de organismos supuestamente orgánicos en el cielo) pero no da para un iceberg, si bien ha habido varios avistamientos todo se resume en se ha visto esto, no sabemos que es y lo llamamos el caballero negro"
laav_hombre_2,hombre,"Hay un pueblo en la riviera de Chapala llamado San Luis Soyatlan. En este pueblo había un curandero muy famoso llamado don chuy, así lo conocía todo el pueblo (no es brujeria, usaba medicina alternativa). El atendió a personajes como Joan Sebastián y Vicente Fernández, lo puedo afirmar propiamente ya que llegue a verlos ahí cuando acompañaba a mi mamá a que la atendieran. Don Chuy ya tiene algunos años que falleció, sin embargo su esposa sigue atendiendo con la misma medicina, no hay pierde si preguntas por ella en el pueblo. El ayudo a mi mamá a deshacerse de un tumor maligno en el estómago y también tengo un caso de un conocido que fue desahuciado de pequeño por linfoma de hodgkin muy avanzado, hasta la fecha el joven sigue vivo y a día de hoy ""limpio"" de cáncer (no afirmó que haya sido esto mágicamente, únicamente comparto estas experiencias en base a lo que a mi me han comentado estos seres queridos). Soy una persona que cree en las bases de la ciencia, sin embargo, nunca me he cerrado a no creer en esto ya que muchas personas dan testimonio de la ayuda que han obtenido de don chuy o de su esposa y además te piden no dejar tu tratamiento médico alopata mientras recibes la medicina alternativa, ya que se cree que se complementan, por lo cual creo que no hay nada que perder. No pide dejar Quimio, Radio o ningún tipo de tratamiento, al contrario, pide que no los dejes y tienen precios relativamente accesibles, jamás van a ser más de $1000 o $2000 con toda la medicina. Esta es una recomendación personal y no una verdad absoluta, yo solo lo comparto por lo que se y las experiencias que he visto. Mucho ánimo, te deseo que puedas estar estable y sentirte mejor independientemente del pronóstico."
laav_hombre_2,hombre,"Hace como tres años que grabe este video. Es muy crazy todo ya que todos paso muy rápido. Bueno los pongo en contesto yo estaba en una casa que rentaba en Jamay,Jalisco y eran eso de las 11:30 de la noche y yo estaba echándome un porrito cuando alguien llego a tocar la puerta muy duro a lo cual yo ignoré después de como 3 o 5 minutos pegándole a la puerta pues no se por qué me quise asomar pero no tenia buena vibra como para sacar la cara así es que quise sacar mi celular y fue lo que grabé. Lo más extraño es que cuando vi que era alguien viendo fijamente a mi ventana lo que hize fue la subir corriendo a la azotea para mirar quién era y pum nadie había. Cabe recalcar que ahí solo hay dos calles la carretera y la otra donde estaba parada que son unos escalones y era imposible que se haya ido tan rápido. No había nada que viviera ahí que tuviera rasgos así solo habi tress cuartos y eran de militares con familia pero ese día no había nadie. Fue muy raro."
